student_id,week_number,attendance_rate,lms_logins,lms_activity_score,sessions_missed,participation_score
S0636,2,0.786,22,82.0,0,7.94
S0636,3,0.786,17,85.4,1,7.06
S0636,4,0.794,19,86.6,0,4.91
S0636,5,0.798,16,76.3,1,6.39
S0636,6,0.815,21,74.2,0,6.44
S0636,7,0.835,20,68.5,0,8.66
S0637,1,0.939,11,84.7,0,4.05
S0637,2,0.901,10,67.8,0,4.19
S0637,3,0.905,9,66.3,0,4.99
S0637,4,0.931,8,70.5,0,5.01
S0637,5,0.961,9,76.7,0,4.03
S0637,6,0.907,12,80.6,0,5.28
S0637,7,0.972,10,73.2,0,4.42
S0638,1,0.881,15,74.1,0,1.64
S0638,2,0.84,13,64.2,0,1.24
S0638,3,0.816,15,70.3,1,4.27
S0638,4,0.889,19,81.2,0,2.72
S0638,5,0.779,18,70.3,1,2.27
S0638,6,0.874,11,87.0,0,0.92
S0638,7,0.854,15,71.2,0,1.2
S0639,1,0.935,14,62.4,0,5.73
S0639,2,0.95,12,74.2,0,4.83
S0639,3,0.953,16,78.2,0,5.65
S0639,4,0.96,14,73.5,0,5.24
S0639,5,1.2,13,61.9,0,5.5
S0639,6,0.952,13,68.3,0,3.19
S0639,7,1.0,18,65.7,0,5.38
S0640,1,0.847,9,60.4,0,6.76
S0640,2,0.875,16,68.5,0,7.18
S0640,3,0.908,15,65.1,0,7.91
S0640,4,0.865,10,72.3,0,7.02
S0640,5,0.921,15,64.6,0,6.57
S0640,6,0.92,15,53.3,0,6.84
S0640,7,0.865,13,54.7,0,5.88
S0641,1,0.678,10,22.3,0,4.09
S0641,2,0.805,12,30.2,1,4.1
S0641,3,0.658,10,22.4,1,3.58
S0641,4,0.88,12,27.4,1,2.81
S0641,5,0.603,9,32.7,2,4.44
S0641,6,0.681,9,34.7,1,2.92
S0641,7,0.624,13,32.1,1,3.77
S0642,1,0.896,6,71.6,0,4.92
S0642,2,0.913,9,74.6,0,3.47
S0642,3,0.896,13,71.4,0,3.43
S0642,4,0.84,16,86.0,0,4.04
S0642,5,0.849,13,84.3,0,4.05
S0642,6,0.859,9,72.6,0,5.14
S0642,7,0.904,13,81.4,0,4.61
S0643,1,0.963,10,86.8,0,2.32
S0643,2,0.969,11,87.6,0,4.36
S0643,3,0.961,12,100,0,3.15
S0643,4,1.0,9,98.3,0,2.99
S0643,5,0.982,13,86.0,0,2.36
S0643,6,0.97,7,100,0,2.98
S0643,7,1.0,13,83.2,0,2.25
S0644,1,0.71,25,68.6,0,6.14
S0644,2,0.812,17,80.4,0,5.32
S0644,3,0.743,17,84.4,1,4.71
S0644,4,0.741,15,70.6,1,4.03
S0644,5,0.696,20,78.9,1,5.65
S0644,6,0.727,17,80.9,1,3.36
S0644,7,0.73,16,87.7,0,5.24
S0645,1,0.943,13,74.1,0,4.22
S0645,2,0.955,15,61.4,0,4.87
S0645,3,1.0,26,71.8,0,5.99
S0645,4,0.875,16,82.2,0,4.71
S0645,5,0.96,19,60.1,0,4.24
S0645,6,0.994,14,58.0,0,3.64
S0645,7,0.928,14,75.1,0,4.9
S0646,1,0.796,0,53.8,1,6.77
S0646,2,0.763,5,37.7,1,6.99
S0646,3,0.759,4,45.1,0,7.49
S0646,4,0.767,0,29.1,1,6.55
S0646,5,0.745,4,50.3,1,7.27
S0646,6,0.774,2,50.2,0,6.45
S0646,7,0.764,0,58.0,1,7.09
S0647,1,0.888,21,81.4,0,5.28
S0647,2,0.924,16,83.0,0,6.27
S0647,3,0.84,15,79.3,0,3.28
S0647,4,0.917,21,79.0,0,4.53
S0647,5,1.0,19,85.6,0,5.55
S0647,6,1.0,20,89.3,0,5.29
S0647,7,1.0,28,96.2,0,6.41
S0648,1,0.821,13,54.5,0,9.2
S0648,2,0.903,15,45.3,0,7.31
S0648,3,0.852,14,53.8,0,6.01
S0648,4,0.845,17,37.4,0,6.76
S0648,5,0.858,7,51.0,0,6.07
S0648,6,0.9,7,49.9,0,6.5
S0648,7,0.842,12,45.4,0,6.58
S0649,1,0.693,8,29.5,1,3.33
S0649,2,0.771,6,25.4,1,2.85
S0649,3,0.705,7,24.7,1,3.3
S0649,4,0.735,8,20.0,1,3.12
S0649,5,0.681,8,18.5,1,2.53
S0649,6,0.705,5,16.7,1,2.72
S0649,7,0.647,7,25.7,1,2.05
S0650,1,0.94,19,72.6,0,7.3
S0650,2,0.925,20,71.1,0,7.9
S0650,3,1.2,19,62.8,0,5.25
S0650,4,0.914,22,75.9,0,6.55
S0650,5,0.949,16,74.6,0,6.27
S0650,6,1.0,24,68.3,0,7.56
S0650,7,1.0,25,92.1,0,8.58
S0651,1,0.77,20,46.1,0,8.7
S0651,2,1.0,29,41.3,0,7.5
S0651,3,0.788,27,34.7,0,7.17
S0651,4,0.794,22,38.9,0,6.13
S0651,5,0.724,27,51.2,1,6.87
S0651,6,0.835,28,45.3,0,6.84
S0651,7,0.794,21,35.3,0,7.56
S0652,1,0.577,16,27.3,2,1.85
S0652,2,0.66,18,11.5,2,3.1
S0652,3,0.712,15,22.9,1,2.54
S0652,4,0.554,21,25.8,1,1.89
S0652,5,0.608,13,28.8,2,1.93
S0652,6,0.711,18,13.6,0,1.5
S0652,7,0.602,18,22.5,2,2.69
S0653,1,0.931,14,71.7,0,7.16
S0653,2,0.867,20,66.8,0,6.96
S0653,3,0.879,19,68.5,0,5.8
S0653,4,0.94,21,64.5,0,5.27
S0653,5,0.939,17,71.7,0,3.81
S0653,6,0.941,17,79.3,0,5.54
S0653,7,0.978,20,72.8,0,5.61
S0654,1,0.835,17,64.4,0,4.98
S0654,2,0.862,13,63.7,0,4.37
S0654,3,0.613,11,49.5,1,4.4
S0654,4,0.611,13,45.8,1,4.23
S0654,5,0.666,4,41.8,1,4.23
S0654,6,0.492,6,41.9,2,2.14
S0654,7,0.477,0,32.7,3,3.12
S0655,1,0.96,6,55.2,0,5.56
S0655,2,0.99,6,44.3,0,5.72
S0655,3,0.962,13,53.0,0,5.38
S0655,4,0.956,8,45.0,0,5.63
S0655,5,0.892,12,56.6,0,7.36
S0655,6,0.959,5,59.9,0,5.61
S0655,7,1.0,10,47.1,0,4.55
S0656,1,1.0,11,55.5,0,7.27
S0656,2,0.981,17,62.4,0,7.17
S0656,3,0.973,12,57.0,0,6.49
S0656,4,1.0,14,53.7,0,7.24
S0656,5,1.0,13,57.0,0,7.64
S0656,6,0.993,14,55.9,0,7.62
S0656,7,0.971,11,59.3,0,5.79
S0657,1,0.852,2,61.6,0,3.97
S0657,2,0.801,2,54.4,0,4.71
S0657,3,0.806,4,69.6,1,5.95
S0657,4,0.799,2,67.6,1,4.46
S0657,5,0.77,4,67.2,1,4.19
S0657,6,0.765,4,60.1,1,4.35
S0657,7,0.778,3,59.6,0,4.78
S0658,1,0.923,10,69.3,0,5.79
S0658,2,0.893,11,80.6,0,4.61
S0658,3,0.902,14,66.6,0,5.97
S0658,4,0.942,11,69.6,0,6.32
S0658,5,0.84,6,69.5,0,3.43
S0658,6,0.8,11,59.4,0,4.93
S0658,7,0.851,8,68.7,0,6.19
S0659,1,0.718,17,69.2,1,6.11
S0659,2,0.684,11,44.2,1,7.04
S0659,3,0.695,16,56.2,1,4.61
S0659,4,0.705,22,56.5,0,5.01
S0659,5,0.735,20,74.1,1,4.53
S0659,6,0.776,17,66.2,1,4.44
S0659,7,0.684,14,62.1,1,5.8
S0660,1,0.964,23,48.4,0,8.17
S0660,2,1.0,19,46.7,0,7.42
S0660,3,0.964,13,45.2,0,8.32
S0660,4,1.0,21,48.8,0,6.76
S0660,5,1.0,17,45.7,0,6.14
S0660,6,0.977,22,41.4,0,7.62
S0660,7,1.0,26,57.6,0,7.25
S0661,1,0.943,19,52.0,0,7.64
S0661,2,0.903,18,49.5,0,5.9
S0661,3,0.864,13,45.5,0,5.24
S0661,4,0.909,13,52.5,0,6.03
S0661,5,1.0,13,45.5,0,7.15
S0661,6,0.99,21,67.4,0,8.19
S0661,7,1.0,19,64.5,0,6.26
S0662,1,0.896,14,63.4,0,6.64
S0662,2,0.814,14,72.0,0,5.93
S0662,3,0.874,17,70.3,0,6.66
S0662,4,0.873,13,74.6,0,6.55
S0662,5,0.88,11,79.8,0,6.95
S0662,6,0.91,13,64.7,0,5.8
S0662,7,0.942,11,58.0,0,6.83
S0663,1,0.871,10,85.1,0,6.1
S0663,2,0.857,15,67.1,0,7.0
S0663,3,0.91,15,71.9,0,6.97
S0663,4,0.843,11,83.5,0,6.76
S0663,5,0.959,14,66.5,0,6.59
S0663,6,0.853,12,71.8,0,8.07
S0663,7,0.869,13,77.2,0,8.68
S0664,1,0.798,20,91.9,0,6.04
S0664,2,0.716,21,89.0,1,6.25
S0664,3,0.734,19,83.2,1,5.8
S0664,4,0.673,21,66.4,1,7.68
S0664,5,0.652,16,79.7,1,5.5
S0664,6,0.625,16,79.0,1,6.78
S0664,7,0.672,20,78.0,1,7.43
S0665,1,0.828,12,81.6,0,6.39
S0665,2,0.852,8,71.4,0,6.1
S0665,3,0.79,9,61.7,0,7.09
S0665,4,0.743,12,78.5,1,6.86
S0665,5,0.864,9,74.2,0,6.08
S0665,6,0.788,8,76.1,1,5.91
S0665,7,0.882,13,66.7,0,5.76
S0666,1,0.91,12,71.4,0,7.62
S0666,2,0.872,9,72.1,0,6.69
S0666,3,0.879,7,69.7,0,6.94
S0666,4,0.929,17,82.1,0,7.07
S0666,5,0.856,11,81.9,0,7.05
S0666,6,0.873,11,73.8,0,7.68
S0666,7,0.922,4,81.4,0,6.56
S0667,1,0.875,16,28.9,0,3.41
S0667,2,0.878,18,35.6,0,4.09
S0667,3,0.886,7,36.9,0,3.45
S0667,4,0.929,20,36.6,0,3.28
S0667,5,0.936,16,34.8,0,2.6
S0667,6,0.964,18,40.5,0,3.6
S0667,7,0.94,14,35.5,0,3.16
S0668,1,0.782,14,63.3,1,5.71
S0668,2,0.773,8,66.5,1,5.82
S0668,3,0.758,12,62.6,1,5.18
S0668,4,0.758,16,69.2,0,6.3
S0668,5,0.768,15,62.9,1,5.13
S0668,6,0.789,17,62.0,0,4.79
S0668,7,0.854,18,77.2,0,6.63
S0669,1,0.891,19,55.5,0,4.43
S0669,2,0.975,22,52.3,0,4.37
S0669,3,0.962,18,60.7,0,3.92
S0669,4,0.945,16,63.8,0,3.93
S0669,5,0.974,18,57.7,0,6.15
S0669,6,0.991,11,58.3,0,5.42
S0669,7,0.934,25,61.7,0,4.49
S0670,1,0.885,11,82.4,0,5.72
S0670,2,0.827,4,63.1,0,6.64
S0670,3,0.774,4,68.2,0,6.2
S0670,4,0.751,3,55.6,0,4.89
S0670,5,0.701,6,51.5,1,4.86
S0670,6,0.546,0,48.1,2,3.56
S0670,7,0.498,0,37.5,2,3.74
S0671,1,0.894,20,69.3,0,6.25
S0671,2,0.776,19,60.1,0,7.19
S0671,3,0.753,17,55.5,0,5.98
S0671,4,0.78,21,64.7,0,6.17
S0671,5,0.784,18,50.9,1,6.41
S0671,6,0.743,23,50.8,1,6.0
S0671,7,0.731,23,69.7,0,5.71
S0672,1,0.805,17,77.6,0,8.7
S0672,2,0.734,10,74.1,0,5.9
S0672,3,0.718,13,74.8,0,5.52
S0672,4,0.765,11,68.0,0,7.56
S0672,5,0.793,18,73.3,1,7.68
S0672,6,0.934,24,87.0,0,7.22
S0672,7,0.974,22,88.5,0,7.66
S0673,1,0.834,8,74.1,0,2.81
S0673,2,0.882,10,67.2,0,3.25
S0673,3,0.799,8,53.9,1,3.32
S0673,4,0.804,7,50.4,0,0.59
S0673,5,0.682,3,49.1,0,1.68
S0673,6,0.602,0,55.7,1,2.35
S0673,7,0.522,0,44.5,1,0
S0674,1,0.942,9,62.9,0,7.12
S0674,2,0.908,12,56.8,0,6.83
S0674,3,0.914,5,56.7,0,5.53
S0674,4,0.907,14,60.8,0,6.31
S0674,5,0.91,7,47.4,0,7.04
S0674,6,0.948,4,62.7,0,5.93
S0674,7,0.863,13,40.3,0,5.71
S0675,1,0.9,17,58.1,0,7.23
S0675,2,0.926,14,39.2,0,6.32
S0675,3,0.946,10,49.4,0,6.73
S0675,4,0.714,13,43.1,1,5.64
S0675,5,0.692,8,37.9,1,5.96
S0675,6,0.657,8,28.0,1,5.4
S0675,7,0.622,1,35.3,1,4.68
S0676,1,0.873,10,82.2,0,3.84
S0676,2,0.938,8,74.6,0,6.71
S0676,3,0.829,13,77.7,0,6.02
S0676,4,0.847,7,85.0,0,7.63
S0676,5,0.916,7,84.0,0,5.02
S0676,6,0.777,9,69.8,1,6.06
S0676,7,0.803,5,69.6,1,7.33
S0677,1,0.965,17,47.0,0,8.8
S0677,2,0.94,22,54.3,0,5.51
S0677,3,0.899,15,53.9,0,6.7
S0677,4,0.913,13,59.2,0,7.03
S0677,5,0.894,15,46.9,0,6.19
S0677,6,0.922,17,49.7,0,6.95
S0677,7,0.899,20,54.8,0,7.03
S0678,1,0.962,30,74.0,0,9.33
S0678,2,0.974,23,73.6,0,9.31
S0678,3,0.947,27,74.2,0,8.26
S0678,4,0.993,26,67.7,0,10
S0678,5,0.933,25,72.4,0,9.52
S0678,6,0.981,25,71.8,0,8.64
S0678,7,0.94,28,70.2,0,8.96
S0679,1,0.906,3,47.1,0,6.56
S0679,2,0.878,0,43.6,0,6.64
S0679,3,0.948,7,41.3,0,5.91
S0679,4,0.807,6,38.3,0,5.46
S0679,5,0.904,2,43.9,0,5.29
S0679,6,0.861,6,45.5,0,7.01
S0679,7,0.886,8,51.1,0,7.11
S0680,1,1.0,11,63.8,0,5.85
S0680,2,0.857,11,52.8,0,7.09
S0680,3,0.908,9,65.0,0,7.52
S0680,4,0.961,13,67.5,0,6.24
S0680,5,0.943,17,46.1,0,5.76
S0680,6,0.94,5,63.2,0,6.98
S0680,7,0.981,12,52.8,0,5.46
S0681,1,0.931,10,57.3,0,5.31
S0681,2,1.0,9,57.4,0,6.11
S0681,3,1.0,7,59.1,0,5.32
S0681,4,0.931,10,61.1,0,6.47
S0681,5,0.914,4,60.4,0,4.59
S0681,6,0.955,7,52.3,0,4.24
S0681,7,0.957,12,59.2,0,4.08
S0682,1,0.852,6,68.4,0,3.03
S0682,2,0.777,8,66.6,1,0.49
S0682,3,0.867,8,62.3,0,2.83
S0682,4,0.853,5,45.3,0,1.65
S0682,5,0.849,8,54.8,0,1.72
S0682,6,0.798,3,68.4,0,0.82
S0682,7,0.83,10,58.9,0,2.47
S0683,1,0.855,14,83.4,0,7.88
S0683,2,0.831,18,74.0,0,7.74
S0683,3,0.776,12,59.8,0,5.31
S0683,4,0.869,18,72.9,0,8.15
S0683,5,0.823,12,66.3,0,7.84
S0683,6,0.882,22,69.4,0,6.45
S0683,7,0.942,19,81.7,0,9.56
S0684,1,0.904,18,49.5,0,8.01
S0684,2,0.803,13,43.8,0,7.52
S0684,3,0.853,11,39.5,0,8.19
S0684,4,0.859,14,45.0,0,5.22
S0684,5,0.865,14,45.9,0,5.89
S0684,6,0.773,12,60.8,0,6.28
S0684,7,0.797,12,48.9,1,4.45
S0685,1,0.98,18,51.7,0,6.82
S0685,2,0.883,19,53.0,0,5.47
S0685,3,0.802,8,42.3,0,5.56
S0685,4,0.756,11,40.9,1,3.88
S0685,5,0.712,8,30.5,0,4.49
S0685,6,0.643,0,29.3,2,4.98
S0685,7,0.562,8,27.0,1,3.51
S0686,1,0.912,14,72.2,0,3.81
S0686,2,0.827,7,56.8,0,3.51
S0686,3,0.748,9,70.1,0,4.09
S0686,4,0.596,3,50.1,2,2.76
S0686,5,0.501,3,42.3,2,2.43
S0686,6,0.532,0,51.0,2,1.68
S0686,7,0.475,1,29.5,2,1.59
S0687,1,0.773,10,55.3,1,6.37
S0687,2,0.799,5,56.8,1,7.14
S0687,3,0.825,12,50.9,0,6.9
S0687,4,0.81,8,53.0,1,6.65
S0687,5,0.805,14,58.1,0,4.99
S0687,6,0.794,13,60.8,0,7.0
S0687,7,0.873,13,49.2,0,4.97
S0688,1,0.983,8,34.7,0,2.9
S0688,2,0.901,1,40.2,0,3.49
S0688,3,0.873,3,33.8,0,4.45
S0688,4,0.774,2,28.6,1,4.1
S0688,5,0.732,0,23.3,1,2.69
S0688,6,0.685,0,18.6,1,0.87
S0688,7,0.647,0,22.5,2,1.56
S0689,1,1.0,29,56.9,0,3.28
S0689,2,0.918,16,59.2,0,1.96
S0689,3,0.888,11,56.2,0,3.37
S0689,4,0.753,14,54.0,0,1.32
S0689,5,0.783,10,38.6,1,1.26
S0689,6,0.669,12,26.4,1,1.32
S0689,7,0.676,12,27.4,1,0.03
S0690,1,0.955,8,82.7,0,3.46
S0690,2,1.0,13,56.4,0,4.66
S0690,3,0.973,13,66.5,0,4.04
S0690,4,0.944,10,63.9,0,5.38
S0690,5,1.0,9,62.1,0,4.78
S0690,6,1.23,9,53.8,0,4.68
S0690,7,0.939,6,53.7,0,5.85
S0691,1,0.615,14,29.8,1,4.22
S0691,2,0.675,19,38.5,0,3.01
S0691,3,0.598,17,27.8,1,4.36
S0691,4,0.623,16,30.7,1,2.78
S0691,5,0.655,13,38.8,2,4.72
S0691,6,0.78,19,31.3,1,3.41
S0691,7,0.608,15,40.2,1,1.39
S0692,1,0.708,24,67.5,1,8.63
S0692,2,0.744,25,53.0,1,7.88
S0692,3,0.777,18,63.1,1,6.46
S0692,4,0.736,24,53.3,1,7.2
S0692,5,0.611,18,59.7,2,7.23
S0692,6,0.694,16,64.2,1,5.28
S0692,7,0.655,24,50.7,1,6.68
S0693,1,0.849,20,92.9,0,6.0
S0693,2,0.885,23,89.4,0,6.57
S0693,3,0.921,21,83.3,0,7.89
S0693,4,0.854,23,83.0,0,7.57
S0693,5,0.847,16,88.3,0,4.33
S0693,6,0.905,19,90.9,0,6.73
S0693,7,0.928,19,85.7,0,3.98
S0694,1,0.97,3,72.1,0,7.12
S0694,2,0.99,11,50.9,0,5.66
S0694,3,0.918,17,58.4,0,6.44
S0694,4,0.85,5,74.6,0,6.75
S0694,5,0.921,11,60.0,0,4.67
S0694,6,0.924,8,65.4,0,4.21
S0694,7,0.924,2,59.9,0,5.16
S0695,1,1.0,13,43.5,0,6.66
S0695,2,0.954,11,39.7,0,8.17
S0695,3,1.0,9,39.2,0,8.75
S0695,4,0.694,0,4.2,1,6.34
S0695,5,0.652,0,13.3,1,5.65
S0695,6,0.659,0,3.6,2,4.76
S0695,7,0.666,0,3.0,1,5.27
S0696,1,0.786,14,28.3,1,2.85
S0696,2,0.665,11,18.6,1,2.59
S0696,3,0.718,11,28.3,1,2.3
S0696,4,0.67,10,28.0,1,3.3
S0696,5,0.727,11,23.0,1,4.16
S0696,6,0.656,8,24.0,1,3.82
S0696,7,0.734,9,30.8,1,1.92
S0697,1,0.894,15,62.7,0,6.72
S0697,2,1.02,10,70.5,0,6.23
S0697,3,0.766,13,66.6,1,7.22
S0697,4,0.808,11,70.9,0,5.62
S0697,5,0.833,18,77.3,0,5.98
S0697,6,0.89,11,59.8,0,5.9
S0697,7,0.848,12,68.3,0,7.33
S0698,1,0.843,19,65.6,0,6.12
S0698,2,0.797,14,64.8,0,6.69
S0698,3,0.887,19,69.1,0,4.55
S0698,4,0.888,21,76.7,0,6.09
S0698,5,0.779,23,73.7,0,5.13
S0698,6,0.862,15,81.1,0,5.36
S0698,7,0.891,16,73.6,0,7.18
S0699,1,0.722,16,53.6,1,6.3
S0699,2,0.715,16,61.1,1,5.77
S0699,3,0.758,12,58.7,1,4.84
S0699,4,0.654,19,47.7,2,7.7
S0699,5,0.633,18,45.0,1,7.47
S0699,6,0.651,12,56.7,1,7.01
S0699,7,0.588,12,50.9,2,7.24
S0700,1,0.878,2,68.0,0,3.97
S0700,2,0.966,5,73.5,0,2.83
S0700,3,0.858,2,77.7,0,4.43
S0700,4,0.913,-4,73.1,0,3.31
S0700,5,0.965,8,78.1,0,4.71
S0700,6,0.985,-8,88.9,0,3.07
S0700,7,1.0,11,93.5,0,4.48
